user_id,station_id,station_name,location_address,network_type,energy_consumed_kwh,email
46,27,Station_27,Los Angeles,DC Fast Charger,46.80719594482398,user_46@example.com
47,282,Station_282,San Francisco,Level 1,67.47546614008147,user_47@example.com
48,97,Station_97,Chicago,Level 2,30.710934027103814,user_48@example.com
49,463,Station_463,Los Angeles,Level 1,,user_49@example.com
50,36,Station_36,New York,Level 2,8.713190575944605,user_50@example.com
51,109,Station_109,San Francisco,DC Fast Charger,9.06588081544948,user_51@example.com
52,55,Station_55,Los Angeles,Level 1,58.73397361690925,user_52@example.com
53,192,Station_192,Chicago,Level 2,65.98624912728606,user_53@example.com
54,219,Station_219,Los Angeles,DC Fast Charger,74.99970643372605,user_54@example.com
55,185,Station_185,Houston,DC Fast Charger,17.769436409407696,user_55@example.com
56,69,Station_69,New York,DC Fast Charger,50.26893407436542,user_56@example.com
57,317,Station_317,San Francisco,Level 2,76.45046498743068,user_57@example.com
58,130,Station_130,Houston,DC Fast Charger,77.86372676031044,user_58@example.com
59,55,Station_55,Chicago,DC Fast Charger,21.89299267514347,user_59@example.com
60,378,Station_378,Houston,Level 2,71.28000416235402,user_60@example.com
61,97,Station_97,Houston,Level 1,21.82768817738645,user_61@example.com
62,336,Station_336,Chicago,DC Fast Charger,62.723162291274086,user_62@example.com
63,87,Station_87,Houston,Level 2,46.1951370011332,user_63@example.com
64,294,Station_294,San Francisco,Level 1,29.34565985727085,user_64@example.com
65,119,Station_119,Los Angeles,DC Fast Charger,76.93342189972203,user_65@example.com
66,208,Station_208,Houston,Level 2,59.25460166411963,user_66@example.com
67,334,Station_334,San Francisco,Level 2,37.06292777850246,user_67@example.com
68,413,Station_413,Los Angeles,DC Fast Charger,67.69516175123809,user_68@example.com
69,154,Station_154,Los Angeles,Level 1,16.41401693253662,user_69@example.com
70,35,Station_35,Houston,Level 1,67.00568214318923,user_70@example.com
71,79,Station_79,San Francisco,Level 1,70.61729259484447,user_71@example.com
72,67,Station_67,Houston,DC Fast Charger,61.13047583037784,user_72@example.com
73,343,Station_343,Chicago,DC Fast Charger,22.88203842151127,user_73@example.com
74,413,Station_413,Los Angeles,Level 1,12.894887186031896,user_74@example.com
75,34,Station_34,Houston,Level 1,69.16916705566726,user_75@example.com
76,97,Station_97,Los Angeles,Level 1,,user_76@example.com
77,169,Station_169,San Francisco,Level 1,49.2788373994772,user_77@example.com
78,169,Station_169,New York,Level 2,31.218889683829406,user_78@example.com
79,151,Station_151,Houston,DC Fast Charger,30.651699818598622,user_79@example.com
80,71,Station_71,Houston,Level 1,59.9864767329939,user_80@example.com
81,3,Station_3,Los Angeles,Level 2,51.67374779364138,user_81@example.com
82,314,Station_314,San Francisco,Level 1,35.9072426531086,user_82@example.com
83,32,Station_32,Chicago,Level 1,41.60783353260332,user_83@example.com
84,287,Station_287,San Francisco,Level 2,32.83295683246542,user_84@example.com
85,82,Station_82,Houston,Level 1,57.92445004054599,user_85@example.com
86,43,Station_43,Chicago,Level 1,21.65616411567424,user_86@example.com
87,391,Station_391,San Francisco,Level 2,41.01058174547109,user_87@example.com
88,105,Station_105,New York,Level 2,79.81869447094793,user_88@example.com
89,1,Station_1,Los Angeles,Level 2,33.07294950547435,user_89@example.com
90,61,Station_61,San Francisco,Level 2,27.84315247164263,user_90@example.com
91,270,Station_270,San Francisco,Level 2,28.440773917754164,user_91@example.com
92,180,Station_180,New York,Level 1,68.57302471319414,user_92@example.com
93,224,Station_224,Houston,DC Fast Charger,65.431016913359,user_93@example.com
94,6,Station_6,Los Angeles,Level 2,71.61568949106118,user_94@example.com
95,103,Station_103,San Francisco,DC Fast Charger,7.930901450146639,user_95@example.com
96,10,Station_10,Chicago,Level 1,,user_96@example.com
97,71,Station_71,San Francisco,Level 2,55.72920335411825,user_97@example.com
98,90,Station_90,Los Angeles,DC Fast Charger,31.046574961450595,user_98@example.com
99,226,Station_226,San Francisco,DC Fast Charger,15.91756323749268,user_99@example.com
100,158,Station_158,New York,DC Fast Charger,50.90348235510272,user_100@example.com
101,228,Station_228,San Francisco,DC Fast Charger,71.47764853216556,user_101@example.com
102,405,Station_405,San Francisco,DC Fast Charger,74.15366015953305,user_102@example.com
103,126,Station_126,Chicago,Level 2,46.77551047348464,user_103@example.com
104,444,Station_444,New York,Level 2,8.469643800499997,user_104@example.com
105,209,Station_209,New York,Level 2,61.697438669843606,user_105@example.com
106,97,Station_97,San Francisco,DC Fast Charger,41.264155052372864,user_106@example.com
107,74,Station_74,Chicago,DC Fast Charger,6.503953233800639,user_107@example.com
108,115,Station_115,San Francisco,Level 1,65.89318362199285,user_108@example.com
109,191,Station_191,San Francisco,DC Fast Charger,13.262909019022482,user_109@example.com
110,495,Station_495,Los Angeles,Level 1,,user_110@example.com
111,170,Station_170,Los Angeles,Level 1,27.42595097070096,user_111@example.com
112,307,Station_307,Chicago,Level 2,7.358446629421065,user_112@example.com
113,448,Station_448,Houston,DC Fast Charger,36.13726899530781,user_113@example.com
114,204,Station_204,Los Angeles,DC Fast Charger,29.16952953646135,user_114@example.com
115,56,Station_56,Houston,Level 1,43.4453789766191,user_115@example.com
116,208,Station_208,New York,Level 1,26.8691096120868,user_116@example.com
117,41,Station_41,Los Angeles,DC Fast Charger,17.933479173039434,user_117@example.com
118,32,Station_32,Los Angeles,Level 1,60.47162634897462,user_118@example.com
119,15,Station_15,Chicago,DC Fast Charger,17.704737472368393,user_119@example.com
120,62,Station_62,Houston,DC Fast Charger,47.71409590115245,user_120@example.com
121,155,Station_155,Los Angeles,Level 1,71.18526462073517,user_121@example.com
122,284,Station_284,Los Angeles,Level 2,39.64439031543013,user_122@example.com
123,209,Station_209,Chicago,DC Fast Charger,24.84871287490711,user_123@example.com
124,320,Station_320,Chicago,Level 1,7.515940355911836,user_124@example.com
125,494,Station_494,Houston,Level 1,64.41904928508166,user_125@example.com
126,187,Station_187,New York,Level 1,6.189015903017523,user_126@example.com
127,498,Station_498,New York,DC Fast Charger,37.787903717013286,user_127@example.com
128,442,Station_442,San Francisco,DC Fast Charger,9.15123419135714,user_128@example.com
129,130,Station_130,Los Angeles,DC Fast Charger,15.660564019843829,user_129@example.com
130,127,Station_127,Houston,Level 1,35.55367093393553,user_130@example.com
131,292,Station_292,Los Angeles,Level 2,47.52745876259207,user_131@example.com
132,114,Station_114,Houston,Level 2,36.616568616352566,user_132@example.com
133,199,Station_199,Houston,DC Fast Charger,65.48719595789339,user_133@example.com
134,13,Station_13,Houston,DC Fast Charger,33.88719708294054,user_134@example.com
135,271,Station_271,Los Angeles,DC Fast Charger,47.29002739188249,user_135@example.com
136,89,Station_89,Chicago,Level 2,48.48756787108178,user_136@example.com
137,215,Station_215,Los Angeles,Level 2,15.010165946159637,user_137@example.com
138,444,Station_444,Houston,DC Fast Charger,30.06513890238722,user_138@example.com
139,278,Station_278,San Francisco,Level 1,74.10645011572457,user_139@example.com
140,447,Station_447,New York,Level 2,66.15159678916712,user_140@example.com
141,474,Station_474,Houston,DC Fast Charger,47.37743937319623,user_141@example.com
142,481,Station_481,San Francisco,Level 2,45.99296137212069,user_142@example.com
143,203,Station_203,Chicago,Level 1,48.28787199679972,user_143@example.com
144,74,Station_74,Houston,Level 1,78.69341922441535,user_144@example.com
145,25,Station_25,San Francisco,Level 2,68.03002486170053,user_145@example.com
146,101,Station_101,Houston,DC Fast Charger,40.24838259933458,user_146@example.com
147,176,Station_176,Los Angeles,Level 2,74.28073484499863,user_147@example.com
148,427,Station_427,San Francisco,DC Fast Charger,,user_148@example.com
149,117,Station_117,Los Angeles,Level 2,74.94807969154884,user_149@example.com
150,166,Station_166,Los Angeles,Level 1,52.884130298910776,user_150@example.com
151,41,Station_41,San Francisco,Level 2,34.96988837156509,user_151@example.com
152,429,Station_429,New York,DC Fast Charger,55.91756316726556,user_152@example.com
153,344,Station_344,San Francisco,DC Fast Charger,76.59801205371735,user_153@example.com
154,424,Station_424,New York,Level 1,20.25597516487363,user_154@example.com
155,366,Station_366,Houston,DC Fast Charger,56.06879094629386,user_155@example.com
156,120,Station_120,Houston,DC Fast Charger,65.04979561439833,user_156@example.com
157,97,Station_97,San Francisco,Level 1,,user_157@example.com
158,145,Station_145,Houston,DC Fast Charger,23.57128153810389,user_158@example.com
159,216,Station_216,Chicago,DC Fast Charger,,user_159@example.com
160,229,Station_229,Los Angeles,Level 2,41.08911136063269,user_160@example.com
161,313,Station_313,Los Angeles,Level 2,48.99847458311938,user_161@example.com
162,130,Station_130,New York,Level 2,10.2776080929522,user_162@example.com
163,352,Station_352,Houston,Level 2,45.57396766460627,user_163@example.com
164,377,Station_377,New York,Level 2,69.1055463943984,user_164@example.com
165,318,Station_318,Los Angeles,Level 2,37.76450274178449,user_165@example.com
166,472,Station_472,Los Angeles,Level 2,14.495687027174723,user_166@example.com
167,137,Station_137,Houston,Level 1,54.64087910335184,user_167@example.com
168,324,Station_324,Chicago,Level 2,67.89119052685948,user_168@example.com
169,337,Station_337,Chicago,DC Fast Charger,22.742594390832505,user_169@example.com
170,273,Station_273,Houston,Level 1,56.01783153828373,user_170@example.com
171,117,Station_117,Houston,Level 2,127.75747441174424,user_171@example.com
172,306,Station_306,New York,Level 2,13.87716708884735,user_172@example.com
173,368,Station_368,Houston,DC Fast Charger,,user_173@example.com
174,94,Station_94,Chicago,Level 1,47.82436784944839,user_174@example.com
175,168,Station_168,Houston,DC Fast Charger,71.14274635725945,user_175@example.com
176,442,Station_442,New York,DC Fast Charger,6.08863208957066,user_176@example.com
177,203,Station_203,New York,Level 1,33.098691426112154,user_177@example.com
178,341,Station_341,New York,DC Fast Charger,78.83314651875263,user_178@example.com
179,149,Station_149,New York,Level 1,63.23651609867501,user_179@example.com
180,402,Station_402,San Francisco,DC Fast Charger,50.16138087841768,user_180@example.com
181,183,Station_183,Houston,Level 1,21.82050636814289,user_181@example.com
182,413,Station_413,Los Angeles,Level 2,61.00032235899777,user_182@example.com
183,152,Station_152,Houston,Level 1,47.3146093849059,user_183@example.com
184,74,Station_74,San Francisco,DC Fast Charger,33.78434419301355,user_184@example.com
185,365,Station_365,New York,DC Fast Charger,47.84104322110981,user_185@example.com
186,401,Station_401,San Francisco,Level 2,10.640152157210183,user_186@example.com
187,274,Station_274,Chicago,Level 2,72.2378188219246,user_187@example.com
188,42,Station_42,Chicago,Level 2,36.15792621947456,user_188@example.com
189,496,Station_496,Houston,Level 1,63.62653233247981,user_189@example.com
190,212,Station_212,Houston,Level 1,8.349591228417406,user_190@example.com
191,101,Station_101,Los Angeles,Level 1,65.83154346501938,user_191@example.com
192,45,Station_45,Los Angeles,Level 1,55.18877391493572,user_192@example.com
193,82,Station_82,Chicago,Level 1,55.97943470013186,user_193@example.com
194,17,Station_17,New York,DC Fast Charger,38.50773758511891,user_194@example.com
195,73,Station_73,San Francisco,DC Fast Charger,13.105812024979125,user_195@example.com
196,14,Station_14,Los Angeles,DC Fast Charger,7.81642400450342,user_196@example.com
197,433,Station_433,Los Angeles,Level 1,52.50980894268295,user_197@example.com
198,157,Station_157,New York,Level 2,12.128018048871455,user_198@example.com
199,223,Station_223,New York,DC Fast Charger,28.98835178470727,user_199@example.com
200,132,Station_132,Houston,DC Fast Charger,13.485195325551771,user_200@example.com
201,338,Station_338,San Francisco,Level 1,80.72941928487083,user_201@example.com
202,404,Station_404,New York,Level 1,53.58667286183268,user_202@example.com
203,376,Station_376,Los Angeles,Level 1,72.82858509991425,user_203@example.com
204,376,Station_376,Los Angeles,DC Fast Charger,64.23213303009759,user_204@example.com
205,47,Station_47,Chicago,Level 2,17.854873424356434,user_205@example.com
206,107,Station_107,New York,Level 1,63.85425613845187,user_206@example.com
207,108,Station_108,Houston,Level 1,70.99471727287802,user_207@example.com
208,265,Station_265,San Francisco,Level 2,62.24807114091579,user_208@example.com
209,205,Station_205,Houston,Level 2,78.64289917152071,user_209@example.com
210,79,Station_79,Los Angeles,Level 2,6.961875674256488,user_210@example.com
211,155,Station_155,Houston,Level 1,75.18617180833594,user_211@example.com
212,271,Station_271,Los Angeles,Level 1,1.7545202338044217,user_212@example.com
213,476,Station_476,Los Angeles,DC Fast Charger,73.61433544405698,user_213@example.com
214,485,Station_485,Los Angeles,DC Fast Charger,6.377874090357831,user_214@example.com
215,247,Station_247,Los Angeles,DC Fast Charger,51.16182197500394,user_215@example.com
216,19,Station_19,Los Angeles,DC Fast Charger,28.22969163134975,user_216@example.com
217,346,Station_346,Chicago,DC Fast Charger,67.9228322505551,user_217@example.com
218,436,Station_436,Houston,DC Fast Charger,15.273666673214588,user_218@example.com
219,26,Station_26,Chicago,Level 1,50.643736597993126,user_219@example.com
220,217,Station_217,Chicago,DC Fast Charger,52.05474164868848,user_220@example.com
221,154,Station_154,New York,Level 1,57.89799819019454,user_221@example.com
222,154,Station_154,New York,Level 1,30.900798344474765,user_222@example.com
223,174,Station_174,New York,Level 2,35.348377133007446,user_223@example.com
224,92,Station_92,San Francisco,Level 1,11.92593792090742,user_224@example.com
225,433,Station_433,New York,Level 1,55.46412783572684,user_225@example.com
226,338,Station_338,Houston,Level 1,44.15948700741327,user_226@example.com
227,480,Station_480,Chicago,Level 2,65.24475504703462,user_227@example.com
228,181,Station_181,Houston,Level 1,20.46478094414017,user_228@example.com
229,131,Station_131,New York,Level 2,49.186728304534114,user_229@example.com
230,450,Station_450,San Francisco,DC Fast Charger,32.64266713861244,user_230@example.com
231,481,Station_481,San Francisco,Level 1,66.62370004100543,user_231@example.com
232,298,Station_298,Chicago,DC Fast Charger,33.365508790480845,user_232@example.com
233,275,Station_275,Houston,Level 1,68.82528250979368,user_233@example.com
234,273,Station_273,Los Angeles,Level 2,65.89172326762375,user_234@example.com
235,492,Station_492,Houston,DC Fast Charger,,user_235@example.com
236,417,Station_417,New York,Level 1,12.669821074783703,user_236@example.com
237,76,Station_76,Los Angeles,Level 1,25.35411411775736,user_237@example.com
238,177,Station_177,San Francisco,Level 2,37.928111661586094,user_238@example.com
239,184,Station_184,Chicago,Level 1,,user_239@example.com
240,319,Station_319,Chicago,DC Fast Charger,31.877190174337137,user_240@example.com
241,131,Station_131,San Francisco,Level 2,29.582840438091417,user_241@example.com
242,363,Station_363,New York,DC Fast Charger,37.50977747998428,user_242@example.com
243,49,Station_49,San Francisco,DC Fast Charger,7.849721866582429,user_243@example.com
244,55,Station_55,New York,Level 1,66.52076448264908,user_244@example.com
245,154,Station_154,Los Angeles,Level 1,,user_245@example.com
246,355,Station_355,San Francisco,Level 2,29.84062267463912,user_246@example.com
247,200,Station_200,New York,Level 2,59.781219876480165,user_247@example.com
248,308,Station_308,Los Angeles,Level 2,76.3581979165499,user_248@example.com
249,356,Station_356,San Francisco,DC Fast Charger,60.41010374511423,user_249@example.com
250,373,Station_373,Chicago,DC Fast Charger,44.78548903983442,user_250@example.com
251,118,Station_118,San Francisco,DC Fast Charger,22.22767365216008,user_251@example.com
252,263,Station_263,Houston,DC Fast Charger,22.275712407676338,user_252@example.com
253,46,Station_46,San Francisco,Level 1,29.01396645530415,user_253@example.com
254,302,Station_302,Houston,Level 2,61.1175287370132,user_254@example.com
255,356,Station_356,Los Angeles,Level 1,65.55092159002764,user_255@example.com
256,400,Station_400,San Francisco,Level 1,76.57976765251057,user_256@example.com
257,408,Station_408,Los Angeles,DC Fast Charger,37.09360176408391,user_257@example.com
258,189,Station_189,Los Angeles,Level 2,56.35798687093989,user_258@example.com
259,310,Station_310,New York,DC Fast Charger,6.35451648199704,user_259@example.com
260,318,Station_318,Los Angeles,DC Fast Charger,60.5227294924313,user_260@example.com
261,129,Station_129,Los Angeles,Level 2,49.62151165856079,user_261@example.com
262,49,Station_49,San Francisco,Level 2,54.126087254300025,user_262@example.com
263,25,Station_25,San Francisco,Level 1,13.088994842173186,user_263@example.com
264,266,Station_266,Chicago,DC Fast Charger,7.424244899456774,user_264@example.com
265,118,Station_118,New York,DC Fast Charger,47.08633600039671,user_265@example.com
266,464,Station_464,Los Angeles,DC Fast Charger,,user_266@example.com
267,144,Station_144,New York,Level 2,56.82135247009669,user_267@example.com
268,442,Station_442,Houston,DC Fast Charger,36.53187940069507,user_268@example.com
269,200,Station_200,Los Angeles,DC Fast Charger,58.151062888392886,user_269@example.com
270,157,Station_157,New York,DC Fast Charger,63.59427153371392,user_270@example.com
271,487,Station_487,Chicago,DC Fast Charger,55.415049767383415,user_271@example.com
272,348,Station_348,Chicago,Level 1,12.919879701960571,user_272@example.com
273,134,Station_134,Los Angeles,Level 2,70.24471717977453,user_273@example.com
274,400,Station_400,Houston,Level 1,47.904097938603606,user_274@example.com
275,148,Station_148,Chicago,Level 2,59.14827213488981,user_275@example.com
276,336,Station_336,Chicago,DC Fast Charger,6.462698570789017,user_276@example.com
277,71,Station_71,Houston,Level 2,79.0022597060318,user_277@example.com
278,233,Station_233,New York,Level 1,19.9168777203513,user_278@example.com
279,334,Station_334,Chicago,DC Fast Charger,73.22951284506478,user_279@example.com
280,299,Station_299,San Francisco,Level 1,15.058971703234262,user_280@example.com
281,154,Station_154,Chicago,Level 1,12.132557803938544,user_281@example.com
282,90,Station_90,New York,Level 1,30.53308100745638,user_282@example.com
283,334,Station_334,New York,Level 2,20.3535460696326,user_283@example.com
284,199,Station_199,Los Angeles,Level 1,6.479430984738162,user_284@example.com
285,161,Station_161,San Francisco,Level 2,14.018823992805098,user_285@example.com
286,26,Station_26,New York,Level 1,61.83012083767203,user_286@example.com
287,121,Station_121,Houston,Level 1,51.62169093377357,user_287@example.com
288,301,Station_301,San Francisco,Level 2,13.319017315610488,user_288@example.com
289,212,Station_212,San Francisco,Level 2,37.6423038507068,user_289@example.com
290,63,Station_63,Houston,Level 1,70.62045542020036,user_290@example.com
291,451,Station_451,Chicago,Level 1,74.49108355632316,user_291@example.com
292,436,Station_436,Houston,DC Fast Charger,32.52486104511656,user_292@example.com
293,68,Station_68,Houston,Level 1,78.39905610034737,user_293@example.com
294,253,Station_253,Chicago,Level 1,65.32285347166376,user_294@example.com
295,410,Station_410,Chicago,DC Fast Charger,30.63992013217628,user_295@example.com
296,459,Station_459,Chicago,Level 1,78.15878931012135,user_296@example.com
297,2,Station_2,Chicago,Level 1,5.3378360735216495,user_297@example.com
298,398,Station_398,Chicago,Level 2,29.318815538897795,user_298@example.com
299,108,Station_108,Houston,Level 2,23.99396127242872,user_299@example.com
300,286,Station_286,Los Angeles,Level 2,5.69951995446004,user_300@example.com
301,49,Station_49,Los Angeles,Level 1,54.52901286506665,user_301@example.com
302,140,Station_140,New York,Level 2,56.324648784145005,user_302@example.com
303,218,Station_218,Los Angeles,Level 1,,user_303@example.com
304,44,Station_44,Los Angeles,DC Fast Charger,65.2254522844251,user_304@example.com
305,417,Station_417,Houston,Level 2,23.54038391979749,user_305@example.com
306,269,Station_269,Chicago,DC Fast Charger,18.549702417680702,user_306@example.com
307,78,Station_78,Chicago,Level 1,20.763187642544253,user_307@example.com
308,216,Station_216,Houston,Level 1,46.45478115373152,user_308@example.com
309,382,Station_382,Los Angeles,DC Fast Charger,49.74934189978176,user_309@example.com
310,98,Station_98,Houston,DC Fast Charger,66.17491556109752,user_310@example.com
311,236,Station_236,New York,DC Fast Charger,,user_311@example.com
312,282,Station_282,Chicago,DC Fast Charger,49.83823893887459,user_312@example.com
313,149,Station_149,San Francisco,Level 2,50.65984701352952,user_313@example.com
314,412,Station_412,New York,DC Fast Charger,6.885479431723564,user_314@example.com
315,304,Station_304,New York,Level 2,64.76361325790924,user_315@example.com
316,484,Station_484,Houston,DC Fast Charger,55.420912210556,user_316@example.com
317,424,Station_424,Los Angeles,DC Fast Charger,37.77161458127733,user_317@example.com
318,66,Station_66,Chicago,Level 2,44.06555274761643,user_318@example.com
319,234,Station_234,San Francisco,Level 1,76.70996422567768,user_319@example.com
320,457,Station_457,New York,Level 1,6.521023617093562,user_320@example.com
321,87,Station_87,San Francisco,Level 1,23.019693837419855,user_321@example.com
322,79,Station_79,Los Angeles,Level 1,62.3191755518106,user_322@example.com
323,205,Station_205,Los Angeles,Level 2,64.52243106916856,user_323@example.com
324,279,Station_279,San Francisco,Level 1,52.99672888359278,user_324@example.com
325,337,Station_337,Chicago,Level 2,74.73938753754207,user_325@example.com
326,254,Station_254,Los Angeles,Level 2,17.890527690443513,user_326@example.com
327,304,Station_304,San Francisco,Level 2,18.848843442027324,user_327@example.com
328,380,Station_380,New York,Level 2,58.37615445163145,user_328@example.com
329,130,Station_130,San Francisco,Level 2,57.819430587681474,user_329@example.com
330,84,Station_84,San Francisco,DC Fast Charger,13.3246110441358,user_330@example.com
331,276,Station_276,Houston,Level 2,14.503455142567915,user_331@example.com
332,187,Station_187,Los Angeles,Level 1,26.34468459019388,user_332@example.com
333,46,Station_46,Chicago,Level 2,50.596951312425645,user_333@example.com
334,387,Station_387,Chicago,Level 1,,user_334@example.com
335,183,Station_183,Houston,Level 2,103.81260559148436,user_335@example.com
336,268,Station_268,Chicago,Level 1,70.39888221837178,user_336@example.com
337,296,Station_296,San Francisco,Level 2,77.17272373807074,user_337@example.com
338,322,Station_322,Houston,DC Fast Charger,62.19283345936647,user_338@example.com
339,100,Station_100,New York,Level 1,71.91146876524706,user_339@example.com
340,78,Station_78,Los Angeles,Level 1,79.97807283663732,user_340@example.com
341,272,Station_272,Los Angeles,Level 2,5.775919735452496,user_341@example.com
342,339,Station_339,Los Angeles,Level 1,53.81020176075347,user_342@example.com
343,162,Station_162,San Francisco,Level 2,38.66237698854864,user_343@example.com
344,44,Station_44,New York,DC Fast Charger,56.69330149715174,user_344@example.com
345,238,Station_238,Houston,DC Fast Charger,40.161421851143096,user_345@example.com
346,134,Station_134,Houston,Level 2,42.51736091943514,user_346@example.com
347,461,Station_461,Los Angeles,Level 2,29.29844560325747,user_347@example.com
348,192,Station_192,New York,DC Fast Charger,67.22515101988213,user_348@example.com
349,356,Station_356,New York,Level 1,,user_349@example.com
350,278,Station_278,New York,Level 1,76.71844669022504,user_350@example.com
351,18,Station_18,Chicago,Level 1,60.96907588597162,user_351@example.com
352,12,Station_12,Chicago,DC Fast Charger,48.32460775397477,user_352@example.com
353,180,Station_180,Los Angeles,Level 2,65.54082473190631,user_353@example.com
354,123,Station_123,New York,DC Fast Charger,68.74906948767578,user_354@example.com
355,246,Station_246,New York,Level 1,67.43740257394747,user_355@example.com
356,222,Station_222,Houston,Level 2,10.450657832354688,user_356@example.com
357,373,Station_373,Houston,Level 2,30.80566200277668,user_357@example.com
358,51,Station_51,Los Angeles,Level 1,62.09565922628094,user_358@example.com
359,488,Station_488,New York,Level 2,28.864060959229157,user_359@example.com
360,71,Station_71,Los Angeles,Level 1,33.370542026215475,user_360@example.com
361,480,Station_480,Houston,DC Fast Charger,73.09045077014305,user_361@example.com
362,48,Station_48,Houston,Level 2,26.992344080966543,user_362@example.com
363,19,Station_19,Chicago,Level 1,6.9381938340043,user_363@example.com
364,262,Station_262,Los Angeles,Level 1,42.29018026674148,user_364@example.com
365,84,Station_84,Los Angeles,DC Fast Charger,30.036118378192803,user_365@example.com
366,155,Station_155,New York,Level 2,10.386093782293678,user_366@example.com
367,53,Station_53,New York,Level 2,45.71947918248383,user_367@example.com
368,107,Station_107,Chicago,Level 2,24.59962969556764,user_368@example.com
369,357,Station_357,San Francisco,Level 2,23.1470476755872,user_369@example.com
370,304,Station_304,San Francisco,DC Fast Charger,52.71641215020086,user_370@example.com
371,135,Station_135,San Francisco,DC Fast Charger,,user_371@example.com
372,443,Station_443,Los Angeles,Level 2,68.25299905062542,user_372@example.com
373,69,Station_69,Los Angeles,Level 1,56.42022999086558,user_373@example.com
374,11,Station_11,Houston,Level 2,52.90446366869147,user_374@example.com
375,143,Station_143,Los Angeles,Level 2,28.1635456086215,user_375@example.com
376,192,Station_192,Los Angeles,Level 1,1.356731546885289,user_376@example.com
377,387,Station_387,Los Angeles,Level 2,8.93042648458991,user_377@example.com
378,378,Station_378,Chicago,Level 1,55.78297746472087,user_378@example.com
379,69,Station_69,Los Angeles,DC Fast Charger,16.67359945711931,user_379@example.com
380,23,Station_23,New York,Level 1,13.280712325754468,user_380@example.com
381,181,Station_181,New York,DC Fast Charger,7.668660934509698,user_381@example.com
382,293,Station_293,Houston,Level 2,,user_382@example.com
383,9,Station_9,Chicago,Level 1,64.94285706525936,user_383@example.com
384,271,Station_271,New York,Level 1,70.06077676219795,user_384@example.com
385,387,Station_387,Chicago,Level 2,,user_385@example.com
386,93,Station_93,Chicago,DC Fast Charger,46.55965371578422,user_386@example.com
